idx;x;mean_synth_10;std_synth_10;mean_waveform;std_waveform
72;73.0;-0.7656313070030332;0.025240063300070812;-0.5701891471209495;0.00434485387917466
73;74.0;-0.7655044042805448;0.025277308512084085;-0.5696684758378845;0.0042588355332789886
74;75.0;-0.7652270910894241;0.024841513374117573;-0.5687388817380723;0.004490441752074384
75;76.0;-0.7651530894733212;0.024818709481850717;-0.5679554424351949;0.004140656917755454
76;77.0;-0.765011300462122;0.024729014784036787;-0.5673716514094957;0.004142582758257875
77;78.0;-0.7648087381506261;0.024747498807507397;-0.567058457229608;0.004168664186093931
78;79.0;-0.7625633757803226;0.021782461386109387;-0.5666014110824763;0.004448872563406695
79;80.0;-0.7625148222381045;0.021815429299190156;-0.5652274416899499;0.003507818391612727
80;81.0;-0.7624583829369501;0.02179152843138322;-0.5648118268368816;0.0034369547807745777
81;82.0;-0.7622597499916172;0.022019448436102217;-0.5641161815734095;0.003201278542461212
82;83.0;-0.7616944604567262;0.021828112356951295;-0.5633796384455735;0.0029345232807635986
83;84.0;-0.7606999543138716;0.021060506105843917;-0.5628184215349712;0.0033201022882809903
84;85.0;-0.7602103860160214;0.021152454948623382;-0.5619198313659972;0.0035433701377943464
85;86.0;-0.7600996338237246;0.021276027835651065;-0.5611608449365397;0.0035399338170921907
86;87.0;-0.7592382455712813;0.02101881243926305;-0.5603250059279958;0.004043272971574715
87;88.0;-0.7575685414208759;0.021781175645654544;-0.5597428009926463;0.0041008692573467195
88;89.0;-0.7569355735450036;0.02247984253616049;-0.5589655697687756;0.004003540312975427
89;90.0;-0.7559552826512276;0.022341263160826463;-0.5583531309248512;0.0037600043098042547
90;91.0;-0.7542380020117426;0.023348833687893738;-0.5577131811531663;0.00355219701125358
91;92.0;-0.7524415060110927;0.024303025375275008;-0.5573072336416642;0.0035695209414374047
92;93.0;-0.7499063872328647;0.024307097222914072;-0.5566867620180318;0.0032505389897858963
93;94.0;-0.7469633584721247;0.027296822559946025;-0.5562361868466592;0.003194646338238243
94;95.0;-0.7450098979120718;0.02740789908516503;-0.5555886230679874;0.0034632266367711595
95;96.0;-0.7439052788760365;0.027279874630329843;-0.5552852346406894;0.0035079223722941423
96;97.0;-0.7432749748936482;0.02665026722823751;-0.5548649783196196;0.0035891646413684797
97;98.0;-0.7398882930410777;0.028493224273192147;-0.5541788502476961;0.003931719098777636
98;99.0;-0.7367845001993821;0.029710710615545484;-0.553328116833449;0.004155858560801106
99;100.0;-0.7351269474418763;0.029457941802884406;-0.5529833972079076;0.004284307296014289
100;101.0;-0.7341510187029467;0.03009870420859819;-0.5524627545930308;0.004319640625774845
101;102.0;-0.7334507040163163;0.03076553527932995;-0.5519132415777863;0.004290002484170469
102;103.0;-0.7331175425761545;0.030985831435112583;-0.5515823195979109;0.0043396795610591435
103;104.0;-0.7295047549100264;0.034756120190824996;-0.5509611959699635;0.004521301896974137
104;105.0;-0.7288914636677023;0.03523419893956831;-0.5497673982422783;0.005260118900204268
105;106.0;-0.7287890036213172;0.03512475515453648;-0.549375007871715;0.005270888237686822
106;107.0;-0.7283829699944347;0.035566892034255775;-0.5487116625482205;0.005146253925960235
107;108.0;-0.7266087956943875;0.03710593256508825;-0.5478684131881872;0.0049458713291352634
108;109.0;-0.7241913023047789;0.039703332358190575;-0.5470732278602013;0.004974269448690732
109;110.0;-0.7222999441900407;0.04177079897153175;-0.5459226646983446;0.004992285972498096
110;111.0;-0.7204661010930146;0.042824019928839094;-0.5451030582513878;0.005459479970315663
111;112.0;-0.7193219452635133;0.041525320878585674;-0.5444410341744159;0.005735344076415998
112;113.0;-0.7140919700242594;0.047530739789440335;-0.543986338055213;0.005569559845778587
113;114.0;-0.7140919700242594;0.047530739789440335;-0.5435760836416064;0.005739283104768389
114;115.0;-0.7089336165830359;0.05342854880809613;-0.5427319946341438;0.005477498875787512
115;116.0;-0.6741682298383772;0.10425259977524391;-0.5418773107356747;0.004476933868151887
116;117.0;-0.628070994081497;0.17835782877755438;-0.5413458284381922;0.0038446905091281676
117;118.0;-0.627899781452651;0.17825350015993374;-0.5409680749675438;0.004034674602866007
118;119.0;-0.6272747330076193;0.17787946818187148;-0.5403174820998837;0.004128544902443033
119;120.0;-0.6241280861212778;0.1781221863057221;-0.5397794849971354;0.004224501383087187
120;121.0;-0.5628341621817132;0.2270001925927462;-0.5395041935070213;0.004288635316213759
121;122.0;-0.5628341621817132;0.2270001925927462;-0.5387156800925629;0.004113972897670317
122;123.0;-0.5618364235916222;0.2261775102092696;-0.5379979296864686;0.0033247231627440152
123;124.0;-0.5606412806656911;0.2254274638844043;-0.5377281939696001;0.003545084381459224
124;125.0;-0.5592658148361561;0.22435639044507102;-0.5373433925298632;0.0037681123059335256
125;126.0;-0.5586258203755913;0.22389902768456987;-0.5369747802130125;0.003701754936985087
126;127.0;-0.5584427502543408;0.22375083514632294;-0.5362656893060371;0.0033382844910587704
127;128.0;-0.5574639957809638;0.22319348445049011;-0.5357555167870982;0.0034258080142113402
128;129.0;-0.5570954824799131;0.22298113882658102;-0.5350903985742447;0.00389569265414974
129;130.0;-0.5554288398924987;0.22220774687848346;-0.5340016015579685;0.004175741256930873
130;131.0;-0.5553786207405705;0.22226899322680865;-0.5327741008730654;0.0039131557823079395
131;132.0;-0.5538302143814805;0.22117150584934098;-0.5320362204932727;0.003920329261660796
132;133.0;-0.5506827974162936;0.22211159053542737;-0.5312598911986838;0.0039985997131631226
133;134.0;-0.5502641957310169;0.22181161668046026;-0.5307602503096778;0.004165634286087511
134;135.0;-0.5469636717015645;0.2226448514858076;-0.5304084849930311;0.004298034969697793
135;136.0;-0.5456610713879899;0.22173913823127905;-0.5294370379495941;0.004623616187252974
136;137.0;-0.5439311673342466;0.22055346596197853;-0.529026523022039;0.004632461498585373
137;138.0;-0.538658062748574;0.216941619748153;-0.5287055526991888;0.004743489192357307
138;139.0;-0.538623867377818;0.21691601737929092;-0.5279692350643144;0.004967024919002532
139;140.0;-0.5345203610478888;0.21409040472343985;-0.5274279473830291;0.004482842989224127
140;141.0;-0.5338326763588037;0.21362719000296554;-0.5271642782456104;0.004376793813834271
141;142.0;-0.5336752291246143;0.21351296972063116;-0.5263589036954526;0.004751440599602066
142;143.0;-0.5306031037649197;0.21369322597606813;-0.5259060496456724;0.0047531447502980285
143;144.0;-0.5275864875917865;0.21176013114066505;-0.5252690758450691;0.004885594725653019
144;145.0;-0.5233872142156322;0.21031633783484252;-0.5249618756522481;0.005022892659133828
145;146.0;-0.5159454585397302;0.20650430470699915;-0.5244074544320185;0.004962768372929988
146;147.0;-0.45248076475039467;0.2156548873437371;-0.5240245623205398;0.005043898827348728
147;148.0;-0.44352845615727465;0.20778656573631102;-0.523267699872347;0.005351676609856592
148;149.0;-0.43934672813261627;0.20430830011568935;-0.5227885111031355;0.005641893213122474
149;150.0;-0.4315693694481847;0.19891760656425478;-0.5221099861566405;0.005880432817937775
150;151.0;-0.4244351688812083;0.19488741456415684;-0.5215995314064187;0.0058272360388148545
151;152.0;-0.37847115201075016;0.19283920297686294;-0.5202385507441796;0.005666963125779028
152;153.0;-0.3759283013028124;0.19169561034842067;-0.5195513272483059;0.005746565755929689
153;154.0;-0.37578910040075336;0.191679908544268;-0.5188919370015957;0.005813117232328593
154;155.0;-0.375743709671662;0.1915892202103085;-0.5186323634870065;0.005783095072888121
155;156.0;-0.375587992661628;0.19166492137781346;-0.518161840337012;0.005786422968213411
156;157.0;-0.3738924209691169;0.19224825031370626;-0.5177031557428416;0.005757463241051388
157;158.0;-0.373596788807937;0.1917683460629824;-0.5171792758284844;0.005645979890160953
158;159.0;-0.3735199612954243;0.19180600662694322;-0.5159536090992096;0.004626659866481423
159;160.0;-0.3729378486956715;0.19096898094542597;-0.5156111912283574;0.004788926141985777
160;161.0;-0.37247027608765093;0.1900343821159392;-0.5148447036774252;0.004355156605987968
161;162.0;-0.369742057261784;0.19105692050383316;-0.5145763205753975;0.004441380076685268
162;163.0;-0.36894009450653076;0.19148817108959357;-0.5139165342507614;0.004032818189376294
163;164.0;-0.3688155082463753;0.19145772818073759;-0.5135037362075529;0.0041759414230129925
164;165.0;-0.3680816082098498;0.191850520043086;-0.5129164233032175;0.004164911267758673
165;166.0;-0.36762523447242534;0.19209924039213336;-0.5126672913737542;0.004310319461675667
166;167.0;-0.3656508671559247;0.19242717855137778;-0.5123158347820481;0.004367766881021222
167;168.0;-0.36417546199133755;0.19182909783423205;-0.511559921360308;0.004166433765163814
168;169.0;-0.3612969027599656;0.19286807706397766;-0.5104612263099367;0.004477649613965888
169;170.0;-0.35957773111478575;0.19218362607135853;-0.5098196149806562;0.0039869871639021505
170;171.0;-0.3578643603847581;0.19084891929365985;-0.5091464640260488;0.0037959427925663156
171;172.0;-0.35696128480611233;0.19130926555911348;-0.5084542811158081;0.003558671435586517
172;173.0;-0.35661420705672686;0.19150046018152145;-0.5081884909602615;0.003445702156871319
173;174.0;-0.35583222876837617;0.19193550665280767;-0.5079550743144218;0.003446734366991032
174;175.0;-0.35553634458538924;0.1920991090918672;-0.5073857331097583;0.003594137069658352
175;176.0;-0.35536041138305174;0.19219946214298508;-0.5066542891391725;0.003950331461206946
176;177.0;-0.35536041138305174;0.19219946214298508;-0.5061772760132772;0.004093096829609898
177;178.0;-0.35504651951131655;0.19232998514074198;-0.5058389597540951;0.0038803287916767057
178;179.0;-0.3547409442474245;0.19250457261787066;-0.505540945253368;0.004055809722698393
179;180.0;-0.3541597526120527;0.19279095542743951;-0.5054407140635266;0.004069143733058103
180;181.0;-0.35351874657556837;0.19315327082680056;-0.5049501521320894;0.004083775021528174
181;182.0;-0.3528225352737208;0.1932158441422945;-0.5044524352115553;0.004264337484116736
182;183.0;-0.35282214056208927;0.19321505650225035;-0.5038806569854158;0.004446326138057931
183;184.0;-0.3527661470102751;0.19323897920741745;-0.5024559648045344;0.004102951322170186
184;185.0;-0.35212125685799534;0.19355467079414296;-0.5020154566058449;0.004303677031212864
185;186.0;-0.3519588133660883;0.19336588577932506;-0.5016149177431501;0.004490864127987112
186;187.0;-0.35054701482683975;0.1939818893238998;-0.5012074283455894;0.004605219425547005
187;188.0;-0.35054701482683975;0.1939818893238998;-0.501001424904862;0.0045779941212447306
188;189.0;-0.35054701482683975;0.1939818893238998;-0.5003708563771013;0.004659502593837413
189;190.0;-0.3504401412910624;0.19390690363800664;-0.49995949098428144;0.00473042954333217
190;191.0;-0.34980031658160726;0.19419982469161065;-0.49909057894132847;0.004372027193235163
191;192.0;-0.3497477279166198;0.19422948150100658;-0.4986726451914897;0.004272236707512254
192;193.0;-0.34968111501904453;0.19426713990474967;-0.49809557053562037;0.004208640300347064
193;194.0;-0.34906212128233827;0.19434556825291205;-0.49764412622580634;0.004281917326415147
194;195.0;-0.34854190029687443;0.1945922628441498;-0.4971291829312824;0.004359226156888823
195;196.0;-0.34854190029687443;0.1945922628441498;-0.49670433700456584;0.004041557041140054
196;197.0;-0.3485072204082868;0.19460889508560955;-0.49572323225481807;0.004164610546195163
197;198.0;-0.3473809495394205;0.19518185825758388;-0.4955151697412264;0.004146882983889947
198;199.0;-0.34698314169290334;0.1953172812694523;-0.4950510630121814;0.0040576007901782845
199;200.0;-0.34620116340455276;0.19570536594281066;-0.49409860315646503;0.00414789070463086
200;201.0;-0.34569415963684674;0.1959650589592588;-0.4932853959369071;0.00413215901949957
201;202.0;-0.34541615130413206;0.1960730609304182;-0.4923482625768202;0.003998987205809878
202;203.0;-0.34541615130413206;0.1960730609304182;-0.4917688330276352;0.00342165529126226
203;204.0;-0.34515353246642355;0.19621982845950595;-0.4915219063810423;0.003566556003124973
204;205.0;-0.34354802894307956;0.19666257407510812;-0.4912680402955728;0.0035974968818918186
205;206.0;-0.3430583907076956;0.1969354020142526;-0.4907427088992372;0.0035667300222554416
206;207.0;-0.3419869923775284;0.19742505367556135;-0.49026875996658914;0.003814090315874862
207;208.0;-0.34080204105936285;0.19803279663900314;-0.48993818314437;0.003671319724554978
208;209.0;-0.34032881863432773;0.19825253755089317;-0.48916598144187057;0.003374935939071595
209;210.0;-0.33797613735747883;0.19942326617395673;-0.48895172317119895;0.00342270271920701
210;211.0;-0.3376148719933713;0.19956961373149745;-0.48851022281925227;0.0031705950046057385
211;212.0;-0.33692186105316724;0.19993104085115773;-0.4879597081159637;0.003424624989338236
212;213.0;-0.3357308578037441;0.1989968735463163;-0.4874240188749514;0.002993317506359007
213;214.0;-0.33571245590149157;0.19900710465980725;-0.48716138061881786;0.0028203175875046458
214;215.0;-0.3355817723860725;0.19907983562305984;-0.4869968766865669;0.002797806741326333
215;216.0;-0.33440610540493065;0.1990423015157814;-0.48654312607590117;0.002542342339387136
216;217.0;-0.33335444452975355;0.19949102078278938;-0.4861986433761558;0.002369147764077158
217;218.0;-0.33178949868538077;0.2003641226168296;-0.4856400295030731;0.0024716496231171354
218;219.0;-0.33043637309572377;0.2003913188270507;-0.4853155956132859;0.0025093310549707437
219;220.0;-0.32950599529580005;0.20091675708984794;-0.48486123142422255;0.0025204864250978035
220;221.0;-0.32840120014993396;0.2010891905369109;-0.4845057852464518;0.002284385282592285
221;222.0;-0.32795738116132483;0.20020344554481728;-0.4838973011624824;0.002382196541195462
222;223.0;-0.3276432062521909;0.2003685254772831;-0.4833521075527978;0.0020409066933900666
223;224.0;-0.3266064996028912;0.20063850424332041;-0.4827462719049027;0.0020217416353291414
224;225.0;-0.3260247781205262;0.2008825138059287;-0.4824927056623019;0.0020482461414921558
225;226.0;-0.3260247781205262;0.2008825138059287;-0.4815986928801109;0.0017980749067297934
226;227.0;-0.3257414071868667;0.20031670009758898;-0.4813652335365938;0.0020355979986049805
227;228.0;-0.3253970560833133;0.20027137657588448;-0.48106022710700336;0.0019273025852599743
228;229.0;-0.32536064716766383;0.20019867361703889;-0.4808812233535985;0.0019236933021702669
229;230.0;-0.32493721989731583;0.2003756034968057;-0.48036790900122306;0.002030977558206574
230;231.0;-0.32493721989731583;0.2003756034968057;-0.4799366223887933;0.0018560318575504432
231;232.0;-0.3238278619761593;0.19822875898183998;-0.479743661600614;0.0019646873979182527
232;233.0;-0.3229112390537135;0.19761747579524988;-0.47931879317732956;0.0018977291895876322
233;234.0;-0.32267678965122687;0.1972923367322324;-0.4788879533129947;0.002010299470401648
234;235.0;-0.32233611447037713;0.19748285628862153;-0.4784571214632874;0.001973254098101246
235;236.0;-0.32169235689737485;0.19676111409931638;-0.47803031500373505;0.0018949812521104027
236;237.0;-0.3213152779405742;0.19657921582665291;-0.47766209115917696;0.0020629327118660144
237;238.0;-0.32019232092464744;0.19711474878362578;-0.4771463148745744;0.002073245033677984
238;239.0;-0.3200896399839769;0.19690969388062382;-0.4768097491219837;0.0021863590419496487
239;240.0;-0.3188422557509424;0.19441870638930053;-0.4762542362525717;0.0026623076533432736
240;241.0;-0.3186700392521536;0.1942494003552419;-0.47567405860715956;0.002983818661848927
241;242.0;-0.3186700392521536;0.1942494003552419;-0.4752721532389515;0.003066817293871587
242;243.0;-0.3183773546622469;0.1936796271478734;-0.4743647214063511;0.003500857135203512
243;244.0;-0.31681076324483726;0.19412555769370138;-0.4736965803480551;0.0038484654160601994
244;245.0;-0.3153410622401961;0.1928217309470962;-0.4733112628201891;0.0037704346931469912
245;246.0;-0.31528266460195525;0.19285275389405657;-0.47264932773100554;0.003913033139656658
246;247.0;-0.31521605170438;0.19287877854154475;-0.47219423940558186;0.004098786538675779
247;248.0;-0.3138430132521348;0.19020863739409316;-0.47117704390184506;0.003994069696289626
248;249.0;-0.31310853784547255;0.18936999315583075;-0.4708157108312797;0.004034092423521023
249;250.0;-0.31141308931363076;0.1860077912736607;-0.4704175369050703;0.004154289623487936
250;251.0;-0.30892338447046247;0.18336621400591785;-0.4699292796415156;0.004115661555973367
251;252.0;-0.30836801298362587;0.18359778945003133;-0.46960975849511344;0.004106311974451534
252;253.0;-0.30836801298362587;0.18359778945003133;-0.46934200779354585;0.004326675860601234
253;254.0;-0.30746300225393436;0.18216402264677692;-0.469191208766537;0.004210630390901751
254;255.0;-0.30692483943081134;0.18126245752814243;-0.4689341639199622;0.004191012751615175
255;256.0;-0.30692483943081134;0.18126245752814243;-0.4683398286775208;0.004062281587864554
256;257.0;-0.30655244848157903;0.1814188095731962;-0.4677304023560553;0.0037597953284039336
257;258.0;-0.30655244848157903;0.1814188095731962;-0.4675349759323709;0.003782048005408684
258;259.0;-0.3048564646174149;0.17871424179095807;-0.4673721758495609;0.0037515461417745016
259;260.0;-0.3036618972784096;0.17883422501192692;-0.4668867785644334;0.004036505008034481
260;261.0;-0.30197324753991084;0.17883973621100957;-0.4666713381418008;0.004160204193237788
261;262.0;-0.2987297160194672;0.1735602379479996;-0.46643450459701424;0.004230952741339589
262;263.0;-0.2969229916311718;0.17042283297277738;-0.4662325827198178;0.00424955646353015
263;264.0;-0.29634311006495806;0.17022959293539186;-0.46576404707900415;0.0040549268899368485
264;265.0;-0.2938004862647944;0.16708924156937463;-0.4654684237914129;0.004150659045250947
265;266.0;-0.29230793270112876;0.1660596957187383;-0.4651495540070926;0.004247469515955972
266;267.0;-0.2905404152544935;0.16412231377868963;-0.4648553117290787;0.004475068088780597
267;268.0;-0.28867323112359805;0.1613641880691322;-0.46446891003119595;0.004717992612372422
268;269.0;-0.285331573883401;0.15528277503898014;-0.46412020953880956;0.004666339683903401
269;270.0;-0.2823539391699127;0.15016831214391935;-0.4638182123258465;0.004636622164441539
270;271.0;-0.280981321078207;0.14939053648363448;-0.4634382870590996;0.004668280979108918
271;272.0;-0.2784148729254595;0.14426080919172124;-0.4632263461778979;0.004798425594798463
272;273.0;-0.27784982317061935;0.1445650197151291;-0.46291659684921455;0.004980187436113766
273;274.0;-0.27577002794385913;0.140771532855291;-0.46241345111450993;0.004953102615636414
274;275.0;-0.27084642302315826;0.13100270008795117;-0.4619160440158888;0.004681861372006953
275;276.0;-0.22293147969236013;0.035690237974027164;-0.46142646225330425;0.004682545282299312
276;277.0;-0.22115474774054947;0.03284952907409958;-0.46114023428230116;0.00455094640773702
277;278.0;-0.22063691084197296;0.03302828157853353;-0.4607254532235249;0.004971276031571638
278;279.0;-0.21932330378822776;0.033451641642570966;-0.46041277545157866;0.0048596477690947305
279;280.0;-0.218549156412976;0.033902901607486435;-0.4598664214554657;0.004634835385592214
280;281.0;-0.21604212390247776;0.03126331785970195;-0.4594681448451957;0.004665397386802067
281;282.0;-0.21586372996115596;0.03129702719422758;-0.4588848099759774;0.00453828251128228
282;283.0;-0.21463361597228917;0.03187046453370507;-0.45819731869173064;0.004935624766047268
283;284.0;-0.21414313951922467;0.03226365990612114;-0.4574683045424905;0.005187307448523126
284;285.0;-0.21400230998589728;0.03238116664259492;-0.4569344385937317;0.005040658597368662
285;286.0;-0.21319019287041724;0.033018656400660575;-0.45651490890385327;0.005092787114873364
286;287.0;-0.21187365287290644;0.03412770731862595;-0.4559920376602822;0.0053094955277926984
287;288.0;-0.21082186791548976;0.034969844679852875;-0.45569167714690256;0.00538662718894879
288;289.0;-0.21082186791548976;0.034969844679852875;-0.4554436459355232;0.005211051442280151
289;290.0;-0.21047781355890968;0.03526505531061952;-0.4550624177119822;0.005183538768302018
290;291.0;-0.21016392168717452;0.03468225947974798;-0.4544974213818335;0.005093917069920318
291;292.0;-0.20943415974194682;0.03356445763318284;-0.4541601808736463;0.004986604954423696
292;293.0;-0.20938867448794624;0.03348048500402261;-0.45383524081866755;0.005114229156848812
293;294.0;-0.20921130410568028;0.033552187644834336;-0.4529811688547082;0.005232680439299373
294;295.0;-0.2089275847582543;0.03380593344460137;-0.4525109977286026;0.005511438527704907
295;296.0;-0.2087648463869905;0.03392850961483388;-0.4522614664983339;0.005464534696151027
296;297.0;-0.20797892374096766;0.03415887472669854;-0.45129122771047275;0.006218284095722913
297;298.0;-0.20724578404151503;0.034702852269469696;-0.4510280518957612;0.006211025293020844
298;299.0;-0.2063115535123811;0.03550995334315125;-0.45047144110774395;0.006046147223601731
299;300.0;-0.20590602573585196;0.03592333270190629;-0.4500298749739221;0.006120817409671732
300;301.0;-0.20562344934195087;0.03604881223521587;-0.44933436465690174;0.005884034606406591
301;302.0;-0.20441143336486486;0.03681651604159349;-0.4485578690561236;0.005959486734886486
302;303.0;-0.2037411974717486;0.037448203417413374;-0.44833107006921613;0.005917591820362576
303;304.0;-0.2011969092620028;0.038257417199753174;-0.4479723238543952;0.005751150690611112
304;305.0;-0.2002428731031869;0.03904840139530246;-0.44768585385688453;0.005758599815683043
305;306.0;-0.19758498058162005;0.040745198289459945;-0.4470419950977188;0.005263211676926026
306;307.0;-0.19600022056206312;0.038532583218738016;-0.4461601273431393;0.004755453228591538
307;308.0;-0.19372642647929283;0.040435416647999954;-0.44554978513474663;0.004875727158129118
308;309.0;-0.19282487091022327;0.040605477932523;-0.44544722693002;0.0048409112150834665
309;310.0;-0.19178560547026752;0.040497735473822134;-0.4447710551414847;0.0048530242328898975
310;311.0;-0.18946206296495338;0.039552796582725334;-0.44436818436919767;0.005230870873442981
311;312.0;-0.18868991400088378;0.038576127111058976;-0.44345565358259087;0.0050833372117926766
312;313.0;-0.18662218450992335;0.03955938720665484;-0.4430186304140851;0.00517133949901667
313;314.0;-0.1862711543352797;0.03956848252737848;-0.4426671335692999;0.0050224108112274495
314;315.0;-0.18280392246107596;0.04072108173891952;-0.4423644009906276;0.005113177837643888
